7586,270612
7583,270733
7571,271392
7571,271494
7567,271581
7571,271674
7567,271761
7566,271855
7564,272023
7565,272131
7566,272219
7564,272307
7564,272401
7561,272509
7564,272597
7562,272681
7561,272768
7562,272852
7559,272941
7559,273033
7559,273130
7556,273221
7558,273303
7558,273383
7555,273463
7555,273546
7554,273627
7553,273708
7552,273791
7553,273873
7551,273954
7550,274044
7549,274147
7544,274276
7543,274370
7543,274459
7543,274546
7536,274632
7538,274723
7535,274811
7535,274899
7536,274986
7534,275086
7531,275185
7531,275272
7526,275362
7528,275449
7526,275535
7525,275624
7523,275711
7520,275796
7518,275885
7520,275976
7521,276077
7519,276175
7518,276269
7520,276367
7516,276461
7515,276552
7518,276647
7517,276734
7518,276819
7516,276907
7520,277006
7521,277101
7518,277200
7520,277294
7521,277379
7521,277463
7520,277546
7522,277628
7522,277711
7519,277793
7519,277876
7525,277958
7524,278076
7526,278201
7528,278291
7526,278380
7527,278516
7528,278604
7533,278688
7535,278768
7533,278854
7535,278938
7537,279020
7538,279110
7540,279204
7540,279294
7544,279383
7545,279465
7549,279546
7550,279629
7552,279710
7555,279793
7558,279879
7562,279964
7568,280049
7566,280139
7572,280235
7578,280325
7580,280413
7585,280508
7588,280593
7591,280677
7596,280762
7601,280847
7603,280932
7608,281016
7612,281101
7612,281201
7618,281301
7621,281403
7626,281495
7631,281585
7636,281675
7639,281768
7642,281858
7644,281947
7650,282035
7654,282123
7655,282215
7654,282312
7660,282406
7661,282499
7663,282588
7664,282681
7664,282770
7664,282860
7667,282949
7666,283038
7665,283128
7666,283216
7669,283303
7667,283397
7668,283492
7668,283581
7664,283676
7663,283770
7664,283861
7664,283950
7663,284036
7664,284127
7664,284215
7663,284304
7663,284401
7662,284507
7661,284600
7661,284686
7660,284772
7658,284856
7656,284944
7656,285028
7653,285113
7648,285197
7644,285279
7640,285365
7631,285459
7630,285548
7622,285628
7615,285706
7608,285785
7600,285869
7591,285970
7585,286055
7573,286137
7566,286216
7557,286298
7547,286386
7536,286473
7523,286559
7506,286648
7490,286729
7476,286810
7462,286892
7450,286974
7440,287055
7425,287139
7417,287222
7405,287306
7390,287392
7376,287478
7365,287564
7352,287653
7341,287742
7327,287827
7314,287913
7299,287999
7282,288087
7266,288173
7256,288265
7246,288358
7237,288451
7229,288541
7225,288638
7212,288728
7208,288815
7199,288907
7198,288994
7187,289081
7184,289170
7174,289259
7172,289345
7164,289430
7158,289516
7156,289603
7151,289689
7150,289774
7143,289862
7143,289949
7138,290036
7136,290126
7135,290213
7136,290304
7133,290397
7131,290489
7129,290587
7126,290676
7126,290761
7126,290845
7126,290930
7123,291020
7125,291107
7125,291193
7123,291280
7122,291368
7125,291457
7123,291545
7125,291636
7125,291728
7125,291818
7123,291913
7123,292004
7123,292094
7121,292190
7120,292292
7121,292394
7120,292484
7121,292568
7120,292651
7114,292732
7114,292814
7113,292895
7112,292977
7108,293058
7103,293144
7099,293238
7092,293322
7091,293401
7085,293481
7080,293561
7074,293651
7067,293751
7060,293834
7055,293917
7049,293999
7037,294082
7028,294164
7017,294245
7007,294334
6994,294423
6983,294510
6972,294594
6962,294677
6953,294758
6945,294840
6931,294923
6921,295005
6911,295089
6894,295178
6880,295265
6862,295349
6848,295435
6830,295525
6813,295611
6802,295699
6785,295784
6775,295871
6767,295959
6760,296046
6752,296136
6746,296224
6739,296317
6733,296410
6727,296505
6721,296600
6716,296688
6707,296770
6703,296852
6696,296937
6690,297022
6684,297102
6680,297187
6671,297277
6663,297366
6658,297454
6650,297541
6642,297631
6634,297720
6633,297809
6623,297899
6620,297987
6617,298077
6614,298167
6612,298257
6609,298348
6609,298448
6607,298546
6609,298640
6605,298729
6607,298816
6606,298909
6607,298999
6608,299087
6612,299176
6610,299260
6612,299345
6613,299430
6611,299514
6613,299600
6616,299688
6617,299775
6616,299865
6615,299956
6616,300046
6616,300135
6617,300222
6616,300308
6616,300392
6619,300480
6617,300566
6619,300657
6617,300739
6618,300819
6619,300902
6618,300983
6616,301065
6615,301301
6615,301389
6614,301476
6612,301561
6611,301647
6610,301733
6606,301812
6602,301898
6602,301981
6597,302061
6594,302147
6593,302230
6584,302308
6577,302391
6570,302478
6559,302570
6547,302666
6536,302752
6521,302835
6504,302919
6490,303003
6469,303085
6454,303168
6439,303252
6425,303333
6405,303419
6397,303505
6388,303588
6375,303674
6361,303758
6345,303847
6338,303936
6330,304021
6317,304105
6299,304190
6274,304276
6255,304365
6231,304462
6217,304555
6199,304649
6199,304746
6194,304832
6191,304922
6180,305010
6176,305102
6163,305191
0,0
6142,305360
6131,305449
6126,305540
6123,305629
6123,305726
6121,305820
6124,305919
6124,306014
6124,306112
6124,306206
6126,306302
6125,306401
6122,306501
6118,306603
6105,306699
6089,306801
6074,306898
6054,306991
6039,307079
6022,307165
6005,307251
5987,307338
5974,307423
5968,307506
5955,307588
5948,307670
5941,307752
5939,307833
5935,307917
5932,307999
5931,308080
5928,308162
5928,308244
5929,308325
5927,308409
5927,308490
5927,308573
5928,308658
5929,308749
5928,308840
5931,308926
5930,309012
5929,309096
5929,309178
5933,309260
5934,309345
5936,309432
5936,309517
5936,309603
5939,309690
5940,309774
5938,309857
5940,309944
5940,310027
5937,310110
5935,310194
5933,310275
5932,310361
5927,310449
5927,310535
5925,310618
5922,310709
5924,310802
5920,310901
5920,310991
5915,311080
5913,311172
5913,311259
5913,311346
5913,311437
5912,311527
5909,311615
5906,311706
5901,311795
5898,311888
5885,311980
5869,312070
